valor_curso;valor_area_materia;valor_criterio_evaluacion;descripcion_criterio_evaluacion
"4º ESO";"Ciencias sociales, geografía e historia.";"Realizar trabajos individuales y en grupo sobre algún foco de tensión política o social en el mundo actual, indagando sus antecedentes históricos, analizando las causas y planteando posibles desenlaces, utilizando fuentes de información, pertinentes, incluidas algunas que ofrezcan interpretaciones diferentes o complementarias de un mismo hecho.";"Con este criterio se trata de evaluar la capacidad del alumno para abordar, asesorado por el profesor, el estudio de una situación del mundo en que vive, buscando los antecedentes y causas que la originan y aplicando sus conocimientos para plantear con lógica sus posibles consecuencias. Se trata, también de comprobar la iniciativa para planificar el trabajo, acceder con cierta autonomía a diversas fuentes de información, analizar y organizar ésta y presentar las conclusiones de manera clara utilizando para ello, en su caso, las posibilidades que ofrecen las tecnologías de la información y la comunicación."
"4º ESO";"Cultura clásica";"Comprender la evolución geohistórica de las civilizaciones griega y romana y la evolución en el tiempo hasta nuestro presente.";
"4º ESO";"Cultura clásica";"Distinguir en las diversas manifestaciones literarias, artísticas, filosóficas y culturales clásicas y reconocer en el patrimonio arqueológico las huellas grecorromanas.";
"4º ESO";"Cultura clásica";"Identificar componentes sintácticos y léxico de origen grecolatino en palabras del lenguaje cotidiano y en el vocabulario específico de las ciencias y de la técnica, y explicar su sentido etimológico, comparando con las estructuras actuales.";
"4º ESO";"Cultura clásica";"Reconocer el sistema de pensamiento crítico y razonado griego y romano como análisis crítico y científico del mundo y adoptarlo como método de análisis de la diversidad cultural que conduce a actitudes tolerantes con lo diferente.";
"4º ESO";"Cultura clásica";"Elaborar un trabajo de investigación sobre cualquier aspecto de la producción artística y técnica, la historia, las instituciones, o la vida cotidiana en Grecia y Roma y su itinerario espacio-temporal.";
"4º ESO";"Educación Física";"Diseñar y llevar a cabo un plan de trabajo de una cualidad física relacionada con la salud, incrementando el propio nivel inicial, a partir del conocimiento de sistemas y métodos de entrenamiento.";"Este criterio valora la competencia del alumnado para elaborar un plan de trabajo de una de esas cualidades, con el objetivo de mejorar su nivel inicial A partir de la práctica y desarrollo de los sistemas y métodos de entrenamiento de las cualidades relacionadas con la salud. Se hará necesario guiar al alumnado en todo el proceso y proporcionar unas pautas básicas para el desarrollo del plan y recursos materiales que le permitan compilar ejercicios y actividades para el trabajo de la cualidad que ha decidido mejorar (objetivo 1)."
"4º ESO";"Educación Física";"Planificar y poner en práctica calentamientos autónomos respetando pautas básicas para su elaboración y atendiendo a las características de la actividad física que se realizará.";"Este criterio valora si el alumnado ha adquirido una relativa autonomía en la planificación y puesta en práctica de calentamientos adecuados a las pautas y características requeridas para que sean eficaces. Se observará también que sean adecuados a la actividad física que se realizará (objetivo 2)."
"4º ESO";"Educación Física";"Analizar los efectos beneficiosos y de prevención que el trabajo regular de resistencia aeróbica, de flexibilidad y de fuerza resistencia suponen para el estado de salud.";"Este criterio de evaluación se pretende que el alumnado conozca los efectos y las adaptaciones generales que el trabajo continuado de cada cualidad física relacionada con la salud, supone para el organismo y para la mejora del estado del mismo. También deberá reconocer los riesgos que comporta el déficit de actividad física diaria para la salud y la calidad de vida (objetivo 2)."
"4º ESO";"Educación Física";"Resolver supuestos prácticos sobre las lesiones que se pueden producir en la vida cotidiana, en la práctica de actividad física y en el deporte, aplicando unas primeras atenciones.";"Este criterio valora si alumnado tiene un conocimiento teórico-práctico básico de las actuaciones que deben llevarse a cabo ante lesiones que puedan producirse en su entorno habitual y, concretamente, en la práctica de actividad física. Se incidirá muy especialmente en los aspectos preventivos y en aquellos que evitan la progresión de la lesión. El alumnado aprenderá por ejemplo a limpiar una herida o aplicar frío ante un traumatismo músculo-esquelético (objetivo 2)."
"4º ESO";"Educación Física";"Utilizar los tipos de respiración y las técnicas y métodos de relajación como medio para la reducción de desequilibrios y el alivio de tensiones producidas en la vida cotidiana.";"Este criterio valora la competencia del alumnado para aplicar autónomamente tipos de respiración y las técnicas y los métodos de relajación aprendidos a lo largo de la etapa. Se tendrán en cuenta indicadores tales como la localización y control de la respiración, la concentración, la disociación de sensaciones de tensión - relajación o frío - calor y las sensaciones corporales (objetivo 2)."
"4º ESO";"Educación Física";"Resolver situaciones de juego reducido de uno o varios deportes colectivos, aplicando los conocimientos técnicos, tácticos y reglamentarios adquiridos.";"Este criterio valora prioritariamente la toma de decisiones necesaria para la resolución de situaciones de juego reducido, más que la ejecución técnica de las habilidades que se desarrollan. Las situaciones escogidas serán aplicables a la mayoría de los deportes colectivos trabajados, fomentarán la participación del alumnado y simplificarán los mecanismos de decisión (objetivo 3)."
"4º ESO";"Educación Física";"Completar una actividad de orientación, preferentemente en el medio natural, con la ayuda de un mapa y respetando las normas de seguridad.";"Este criterio valora la competencia del alumnado para completar una actividad en la que deberá orientarse con la ayuda de un mapa y si se considera pertinente, con la ayuda de otros métodos de orientación, atendiendo a las medidas de seguridad en relación sobre todo a la ropa y calzado adecuado, a la hidratación, al uso de mapas… Cada centro elegirá el espacio para realizar la actividad en función de sus instalaciones y su entorno, priorizando el hecho de llevar acabo dicha actividad en un entorno natural (objetivo 4)."
"4º ESO";"Educación Física";"Participar de forma desinhibida y constructiva en la creación y realización de actividades expresivas colectivas con soporte musical.";"Este criterio valora la competencia del alumnado para participar activamente en el diseño y ejecución de coreografías sencillas con soporte musical en pequeños grupos, en las que se valorará la capacidad de seguir el ritmo de la música, la expresividad del cuerpo, la originalidad de la coreografía, así como el seguimiento del trabajo de cada grupo a lo largo del proceso de creación de la coreografía (objetivo 5)."
"4º ESO";"Educación Física";"Participar en la organización y puesta en práctica de torneos en los que se practicarán deportes y actividades físicas realizadas a lo largo de la etapa.";"Este criterio valora la competencia del alumnado para colaborar en la organización de situaciones deportivas competitivas de los diferentes deportes realizados a lo largo de la etapa, además de participar activamente en las mismas. En estos encuentros, autogestionados por el propio alumnado, se valorará en cuanto a la organización aspectos como la iniciativa, la previsión y la anticipación ante posibles desajustes; en cuanto a la práctica, aspectos como la participación activa, la colaboración con los miembros de un mismo equipo y el respeto por las normas y por los adversarios (objetivo 6)."
"4º ESO";"Educación Física";"Manifestar una actitud crítica ante las prácticas y valoraciones que se hacen del deporte y del cuerpo a través de los diferentes medios de comunicación.";"Este criterio valora si el alumnado, a partir del análisis de la información que ofrecen los medios de comunicación: prensa, revistas para adolescentes, Internet, radio, TV, que aborde temáticas vinculadas al deporte y al cuerpo, vigentes en la sociedad; es competente para analizar de forma crítica temas como la imagen corporal, los estilos de vida en la sociedad actual, los valores de las diferentes vertientes del deporte o la violencia y la competitividad (objetivo 7)."
"4º ESO";"Educación Física";"Utilizar las tecnologías de la información y la comunicación como recurso de la materia.";"Este criterio valora la competencia alcanzada por el alumnado para realizar sencillas investigaciones utilizando las TIC para profundizar en distintos contenidos, registrar datos, presentar información (objetivo 8)."
"4º ESO";"Educación Física";"Planificar y poner en práctica calentamientos autónomos respetando pautas básicas para su elaboración y atendiendo a las características de la actividad física que se realizará.";"Se trata de comprobar si el alumnado ha adquirido una relativa autonomía en la planificación y puesta en práctica de calentamientos adecuados a las pautas y características requeridas para que sean eficaces. Se observará también que sean adecuados a la actividad física que se realizará."
"4º ESO";"Educación Física";"Analizar los efectos beneficiosos y de prevención que el trabajo regular de resistencia aeróbica, de flexibilidad y de fuerza resistencia suponen para el estado de salud.";"Con este criterio de evaluación se pretende que el alumnado conozca los efectos y las adaptaciones generales que el trabajo continuado de cada cualidad física relacionada con la salud supone para el organismo y para la mejora del estado del mismo. También deberá reconocer los riesgos que comporta el déficit de actividad física diaria para la salud y la calidad de vida."
"4º ESO";"Educación Física";"Diseñar y llevar a cabo un plan de trabajo de una cualidad física relacionada con la salud, incrementando el propio nivel inicial, a partir del conocimiento de sistemas y métodos de entrenamiento.";"A partir de la práctica y desarrollo de los sistemas y métodos de entrenamiento de las cualidades relacionadas con la salud, el alumnado elaborará un plan de trabajo de una de esas cualidades, con el objetivo de mejorar su nivel inicial. Se hará necesario guiar al alumnado en todo el proceso y proporcionar unas pautas básicas para el desarrollo del plan y recursos materiales que le permitan compilar ejercicios y actividades para el trabajo de la cualidad que ha decidido mejorar."
"4º ESO";"Educación Física";"Resolver supuestos prácticos sobre las lesiones que se pueden producir en la vida cotidiana, en la práctica de actividad física y en el deporte, aplicando unas primeras atenciones.";"El alumnado demostrará tener un conocimiento teórico- práctico básico de las actuaciones que deben llevarse a cabo ante lesiones que puedan producirse en su entorno habitual y, concretamente, en la práctica de actividad física. Se incidirá muy especialmente en los aspectos preventivos y en aquéllos que evitan la progresión de la lesión. El alumnado aprenderá por ejemplo a limpiar una herida o aplicar frío ante un traumatismo músculo-esquelético."
"4º ESO";"Educación Física";"Manifestar una actitud crítica ante las prácticas y valoraciones que se hacen del deporte y del cuerpo a través de los diferentes medios de comunicación.";"Con este criterio se pretende que el alumnado, a partir del análisis de la información que ofrecen los medios de comunicación: prensa, revistas para adolescentes, Internet, radio, TV, aborde temáticas vinculadas al deporte y al cuerpo, vigentes en la sociedad y analice de forma crítica temas como la imagen corporal, los estilos de vida en la sociedad actual, los valores de las diferentes vertientes del deporte o la violencia y la competitividad."
"4º ESO";"Educación Física";"Participar en la organización y puesta en práctica de torneos en los que se practicarán deportes y actividades físicas realizadas a lo largo de la etapa.";"El alumnado colaborará en la organización de situaciones deportivas competitivas de los diferentes deportes realizados a lo largo de la etapa, además de participar activamente en las mismas. En estos encuentros, autogestionados por el propio alumnado, se valorará en cuanto a la organización aspectos como la iniciativa, la previsión y la anticipación ante posibles desajustes; en cuanto a la práctica, aspectos como la participación activa, la colaboración con los miembros de un mismo equipo y el respeto por las normas y por los adversarios."
"4º ESO";"Educación Física";"Participar de forma desinhibida y constructiva en la creación y realización de actividades expresivas colectivas con soporte musical.";"El alumnado deberá participar activamente en el diseño y ejecución de coreografías sencillas con soporte musical en pequeños grupos, en las que se valorará la capacidad de seguir el ritmo de la música, la expresividad del cuerpo, la originalidad de la coreografía, así como el seguimiento del trabajo de cada grupo a lo largo del proceso de creación de la coreografía."
"4º ESO";"Educación Física";"Utilizar los tipos de respiración y las técnicas y métodos de relajación como medio para la reducción de desequilibrios y el alivio de tensiones producidas en la vida cotidiana.";"Con este criterio de evaluación se pretende que el alumnado sea capaz de aplicar autónomamente tipos de respiración y las técnicas y los métodos de relajación aprendidos a lo largo de la etapa. Se tendrán en cuenta indicadores tales como la localización y control de la respiración, la concentración, la disociación de sensaciones de tensión–relajación o frío–calor y las sensaciones corporales después de su uso."
"4º ESO";"Educación plástica y visual";"Describir objetivamente las formas, aplicando sistemas de representación y normalización.";"Este criterio valora la competencia del alumnado para describir la realidad tal como la ve sobre un soporte bidimensional mediante representaciones que no requieren operaciones complicadas en su trazado. Se evaluará la corrección en el trazado geométrico de los elementos utilizados, su adecuada relación entre distancia y tamaño y su disposición en el espacio (objetivo 1)."
"4º ESO";"Educación plástica y visual";"Realizar obras plásticas experimentando y utilizando diversidad de técnicas de expresión grafico-plástica (dibujo artístico, volumen, pintura, grabado…).";"Este criterio valora conoce y utiliza los distintos tipos de soportes y técnicas bidimensionales (materias pigmentarias y gráficas) y tridimensionales (materiales de desecho y moldeables) (objetivos 2 y 3)."
"4º ESO";"Educación plástica y visual";"Utilizar la sintaxis propia de las formas visuales del diseño y la publicidad para realizar proyectos concretos.";"Este criterio valora si el alumnado distingue en un objeto simple bien diseñado sus valores funcionales unidos a los estéticos (proporción entre sus partes, color, textura, forma, etc.) y los aplica en la elaboración de un proyecto (objetivos 2 y 6)."
"4º ESO";"Educación plástica y visual";"Elaborar obras multimedia y producciones videográficas utilizando las técnicas adecuadas al medio.";"Este criterio pretende evaluar si el alumnado es capaz de reconocer los procesos, las técnicas y los materiales utilizados en los lenguajes específicos fotográficos, cinematográficos y videográficos (encuadres, puntos de vista, trucajes…) (objetivo 2 y 6)."
"4º ESO";"Educación plástica y visual";"Utilizar recursos informáticos y nuevas tecnologías en el campo de la imagen fotográfica, el diseño gráfico, el dibujo asistido por ordenador y la edición videográfica.";"Este criterio valora el uso de la diversidad de herramientas de la cultura actual relacionadas con las tecnologías de la información y la comunicación para realizar sus propias creaciones (objetivo 4)."
"4º ESO";"Educación plástica y visual";"Diferenciar los distintos estilos y tendencias de las artes visuales a través del tiempo y atendiendo la diversidad cultural.";"Este criterio pretende evaluar si el alumnado es competente para valorar las formas e imágenes que propone el campo del arte y el nivel de interés mostrado por el estudio, análisis e interpretación de las mismas (objetivo 5)."
"4º ESO";"Educación plástica y visual";"Colaborar en la toma de decisiones para la realización de proyectos plásticos organizados de forma cooperativa.";"Este criterio valora si el alumnado es autónomo, creativo y responsable en el trabajo de equipo y si participa activamente en proyectos cooperativos, aplicando estrategias propias y adecuadas del lenguaje visual (objetivo 7)."
"4º ESO";"Educación plástica y visual";"Reconocer y leer imágenes, obras y objetos de los entornos visuales (obras de arte, diseño, multimedia…).";"Este criterio valora la competencia del alumnado para enjuiciar de forma crítica, apreciando y respetando las manifestaciones plásticas y visuales de su entorno, sin inhibiciones ni prejuicios (objetivo 8)."
"4º ESO";"Educación plástica y visual";"Tomar decisiones especificando los objetivos y las dificultades, proponiendo diversas opciones y evaluar cual es la mejor solución.";"Este criterio pretende conocer si el alumnado adquiere habilidades para ser autónomo, creativo y responsable en el trabajo."
"4º ESO";"Educación plástica y visual";"Utilizar recursos informáticos y las tecnologías de la información y la comunicación en el campo de la imagen fotográfica, el diseño gráfico, el dibujo asistido por ordenador y la edición videográfica.";"Este criterio pretende evaluar si el alumnado es capaz de utilizar diversidad de herramientas de la cultura actual relacionadas con las tecnologías de la información y la comunicación para realizar sus propias creaciones."
"4º ESO";"Educación plástica y visual";"Colaborar en la realización de proyectos plásticos que comportan una organización de forma cooperativa.";"Mediante este criterio se pretende comprobar si el alumnado es capaz de elaborar y participar, activamente, en proyectos cooperativos aplicando estrategias propias y adecuadas del lenguaje visual."
"4º ESO";"Educación plástica y visual";"Realizar obras plásticas experimentando y utilizando diversidad de técnicas de expresión gráfico-plástica (dibujo artístico, volumen, pintura, grabado).";"En este criterio se intenta comprobar si el alumnado conoce distintos tipos de soportes y técnicas bidimensionales (materias pigmentarias y gráficas) y tridimensionales (materiales de desecho y moldeables)."
"4º ESO";"Educación plástica y visual";"Utilizar la sintaxis propia de las formas visuales del diseño y la publicidad para realizar proyectos concretos.";"Con este criterio se trata de comprobar si el alumnado es capaz de distinguir en un objeto simple bien diseñado sus valores funcionales unidos a los estéticos (proporción entre sus partes, color, textura, forma, etc.)."
"4º ESO";"Educación plástica y visual";"Elaborar obras multimedia y producciones videográficas utilizando las técnicas adecuadas al medio.";"Este criterio pretende evaluar si el alumnado es capaz de reconocer los procesos, las técnicas y los materiales utilizados en los lenguajes específicos fotográficos, cinematográficos y videográficos (encuadres, puntos de vista, trucajes…)"
"4º ESO";"Educación plástica y visual";"Describir objetivamente las formas, aplicando sistemas de representación y normalización.";"Con este criterio se evalúa si el alumnado es capaz de representar la realidad tal como la ve sobre un soporte bidimensional mediante representaciones que no requieren operaciones complicadas en su trazado. Se evaluará la corrección en el trazado geométrico de los elementos utilizados, su adecuada relación entre distancia y tamaño y su disposición en el espacio."
"4º ESO";"Educación plástica y visual";"Reconocer y leer imágenes, obras y objetos de los entornos visuales (obras de arte, diseño, multimedia, etc.).";"Este criterio pretende conocer si el alumnado es capaz de tener actitudes críticas y de aprecio y respeto hacia las manifestaciones plásticas y visuales de su entorno, superando inhibiciones y prejuicios."
"4º ESO";"Física y Química";"Reconocer las magnitudes necesarias para describir los movimientos, aplicar estos conocimientos a los movimientos de la vida cotidiana y valorar la importancia del estudio de los movimientos en el surgimiento de la ciencia moderna.";"Este criterio valora la competencia del alumnado para plantearse y resolver cualitativamente problemas de interés en relación con el movimiento que lleva un móvil (uniforme o variado) y de determinar las magnitudes características para describirlo. Se valorará asimismo si comprende el concepto de aceleración en los movimientos acelerados, si sabe interpretar expresiones como distancia de seguridad, o velocidad media, y si comprende la importancia de la cinemática por su contribución al nacimiento de la ciencia moderna (objetivo 1)."
"4º ESO";"Física y Química";"Identificar el papel de las fuerzas como causa de los cambios de movimiento y reconocer las principales fuerzas presentes en la vida cotidiana.";"Este criterio pretende valorar si el alumnado comprende que la idea de fuerza como interacción y causa de las aceleraciones de los cuerpos, cuestiona las evidencias del sentido común acerca de la supuesta asociación fuerza-movimiento, si sabe identificar fuerzas que actúan en situaciones cotidianas, así como el tipo de fuerza, gravitatoria, eléctrica, elástica o las ejercidas por los fluidos y reconoce cómo se han utilizado las características de los fluidos en el desarrollo de tecnologías útiles a nuestra sociedad, como el barómetro, los barcos, etc.(objetivo 1)."
"4º ESO";"Física y Química";"Utilizar la ley de la gravitación universal para justificar la atracción entre cualquier objeto de los que componen el Universo y para explicar la fuerza, peso y los satélites artificiales.";"Este criterio valora la competencia del alumnado para comprender que el establecimiento del carácter universal de la gravitación supuso la ruptura de la barrera Cielo -Tierra, dando paso a una visión unitaria del Universo. Se evaluará así mismo que dicha ley permite explicar el peso de los cuerpos, el movimiento de planetas y satélites en el sistema solar y la importancia actual de los satélites artificiales (objetivo 1)."
"4º ESO";"Física y Química";"Aplicar el principio de conservación de la energía a la comprensión de las transformaciones energéticas de la vida diaria, reconocer el trabajo y el calor como formas de transferencia de energía y analizar los problemas asociados a la obtención y uso de las diferentes fuentes de energía empleadas para producirlos.";"Este criterio valora si el alumnado tiene una concepción significativa de los conceptos de trabajo y energía y sus relaciones, y si comprende las formas de energía (en particular, cinética y potencial gravitatoria), así como de aplicar la ley de conservación de la energía en algunos ejemplos sencillos. Se valorará también si es consciente de los problemas globales del planeta en torno a la obtención y uso de las fuentes de energía y las medidas que se requiere adoptar en los diferentes ámbitos para avanzar hacia la sostenibilidad (objetivos 1 y 4)."
"4º ESO";"Física y Química";"Identificar las características de los elementos químicos más representativos de la tabla periódica, predecir su comportamiento químico al unirse con otros elementos, así como identificar y conocer las propiedades de las sustancias simples y compuestas formadas.";"Este criterio valora si el alumnado sabe distribuir los electrones de los átomos en capas, justificando la estructura de la tabla periódica, y aplicar la regla del octeto para explicar los modelos de enlace iónico, covalente y metálico. Asimismo debe comprobarse si domina la nomenclatura y explica cualitativamente, con estos modelos, la clasificación de las sustancias según sus principales propiedades físicas: temperaturas de fusión y ebullición, conductividad eléctrica y solubilidad en agua (objetivo 1)."
"4º ESO";"Física y Química";"Justificar la gran cantidad de compuestos orgánicos existentes así como la formación de macromoléculas y su importancia en los seres vivos.";"Este criterio valora el nivel de comprensión de las enormes posibilidades de combinación que presenta el átomo de carbono siendo capaces de escribir fórmulas desarrolladas de compuestos sencillos. Asimismo deberá comprobarse que comprenden la formación de macromoléculas, su papel en la constitución de los seres vivos y el logro que supuso la síntesis de los primeros compuestos orgánicos frente al vitalismo en la primera mitad del siglo XIX (objetivo 1)."
"4º ESO";"Física y Química";"Reconocer las aplicaciones energéticas derivadas de las reacciones de combustión de hidrocarburos y valorar su influencia en el incremento del efecto invernadero.";"Este criterio valora si el alumnado reconoce al petróleo y al gas natural y al carbón como combustibles fósiles que constituyen las fuentes energéticas más utilizadas actualmente. También se valorará si son conscientes de su agotamiento, de los problemas que sobre el medio ambiente ocasiona su combustión y la necesidad de tomar medidas para evitarlos (objetivos 1 y 4)."
"4º ESO";"Física y Química";"Utilizar los procedimientos de las ciencias para estudiar y buscar alternativas a cuestiones científicas y tecnológicas y para la resolución de problemas locales y globales.";"Este criterio valora la competencia del alumnado para aplicar a diferentes problemas y temas de la actualidad, estrategias como la consulta de bibliografía, la formulación de hipótesis, el diseño experimental, el análisis de resultados y sus efectos, el análisis de riesgos, la búsqueda de alternativas… y el uso de destrezas comunicativas suficientes para elaborar informes que estructuren los resultados del trabajo. También se valora si se tiene una imagen del trabajo científico como un proceso en continua construcción, que se apoya en los trabajos colectivos de muchos grupos, que tiene los condicionamientos de cualquier actividad humana y que por ello puede verse afectado por variables de distinto tipo (objetivo 2)."
"4º ESO";"Física y Química";"Utilizar las TIC como fuente de consulta, como instrumento de representación y de presentación de documentos.";"Se valora la competencia del alumnado para integrar las tecnologías de la información y la comunicación en el proceso investigador, como medio para recoger información sobre los distintos fenómenos naturales, como medio para obtener imágenes y gráficos y como herramienta para representar textual y gráficamente la información recogida en los experimentos, así como para elaborar documentos de trabajo (objetivo 3)."
"4º ESO";"Física y Química";"Analizar los problemas y desafíos, estrechamente relacionados, a los que se enfrenta la humanidad en relación con la situación de la Tierra, reconocer la responsabilidad de la ciencia y la tecnología y la necesidad de su implicación para resolverlos y avanzar hacia el logro de un futuro sostenible.";"Este criterio valora si el alumnado es consciente de la situación de auténtica emergencia planetaria caracterizada por toda una serie de problemas vinculados: contaminación sin fronteras, agotamiento de recursos, pérdida de biodiversidad y diversidad cultural, hiperconsumo, etc., y si comprende la responsabilidad del desarrollo tecnocientífico y su necesaria contribución a las posibles soluciones teniendo siempre presente el principio de precaución. Se valorará si es consciente de la importancia de la educación científica para su participación en la toma fundamentada de decisiones (objetivos 5 y 6)."
"4º ESO";"Física y Química";"Reconocer las magnitudes necesarias para describir los movimientos, aplicar estos conocimientos a los movimientos de la vida cotidiana y valorar la importancia del estudio de los movimientos en el surgimiento de la ciencia moderna.";"Se trata de constatar si los alumnos saben plantearse y resolver cualitativamente problemas de interés en relación con el movimiento que lleva un móvil (uniforme o variado) y de determinar las magnitudes características para describirlo. Se valorará asimismo si comprende el concepto de aceleración en los movimientos acelerados. Se valora también si sabe interpretar expresiones como distancia de seguridad, o velocidad media, y si comprende la importancia de la cinemática por su contribución al nacimiento de la ciencia moderna."
"4º ESO";"Física y Química";"Identificar el papel de las fuerzas como causa de los cambios de movimiento y reconocer las principales fuerzas presentes en la vida cotidiana.";"Pretende constatar si el alumnado comprende que la idea de fuerza, como interacción y causa de las aceleraciones de los cuerpos, cuestiona las evidencias del sentido común acerca de la supuesta asociación fuerza-movimiento, si sabe identificar fuerzas que actúan en situaciones cotidianas, así como el tipo de fuerza, gravitatoria, eléctrica, elástica o las ejercidas por los fluidos y reconoce cómo se han utilizado las características de los fluidos en el desarrollo de tecnologías útiles a nuestra sociedad, como el barómetro, los barcos, etc."
"4º ESO";"Física y Química";"Utilizar la ley de la gravitación universal para justificar la atracción entre cualquier objeto de los que componen el Universo y para explicar la fuerza peso y los satélites artificiales.";"Se trata de que el alumnado comprenda que el establecimiento del carácter universal de la gravitación supuso la ruptura de la barrera cielos Tierra, dando paso a una visión unitaria del Universo. Se evaluará así mismo que comprende la forma en que dicha ley permite explicar el peso de los cuerpos, el movimiento de planetas y satélites en el sistema solar."
"4º ESO";"Física y Química";"Aplicar el principio de conservación de la energía a la comprensión de las transformaciones energéticas de la vida diaria, reconocer el trabajo y el calor como formas de transferencia de energía y analizar los problemas asociados a la obtención y uso de las diferentes fuentes de energía empleadas para producirlos.";"Este criterio pretende evaluar si el alumnado tiene una concepción significativa de los conceptos de trabajo y energía y sus relaciones, siendo capaz de comprender las formas de energía (en particular, cinética y potencial gravitatoria), así como de aplicar la ley de conservación de la energía en algunos ejemplos sencillos. Se valorará también si es consciente de los problemas globales del planeta en torno a la obtención y uso de las fuentes de energía y las medidas que se requiere adoptar en los diferentes ámbitos para avanzar hacia la sostenibilidad."
"4º ESO";"Física y Química";"Identificar las características de los elementos químicos más representativos de la tabla periódica, predecir su comportamiento químico al unirse con otros elementos, así como las propiedades de las sustancias simples y compuestas formadas.";"Con este criterio se pretende comprobar que el alumnado es capaz de distribuir los electrones de los átomos en capas, justificando la estructura de la tabla periódica, y aplicar la regla del octeto para explicar los modelos de enlace iónico, covalente y metálico. Asimismo debe comprobarse que es capaz de explicar cualitativamente con estos modelos la clasificación de las sustancias según sus principales propiedades físicas: temperaturas de fusión y ebullición, conductividad eléctrica y solubilidad en agua."
"4º ESO";"Física y Química";"Justificar la gran cantidad de compuestos orgánicos existentes así como la formación de macromoléculas y su importancia en los seres vivos.";"Se trata de evaluar que los estudiantes comprenden las enormes posibilidades de combinación que presenta el átomo de carbono siendo capaces de escribir fórmulas desarrolladas de compuestos sencillos. Asimismo, deberá comprobarse que comprenden la formación de macromoléculas, su papel en la constitución de los seres vivos y el logro que supuso la síntesis de los primeros compuestos orgánicos frente al vitalismo en la primera mitad del siglo XIX."
"4º ESO";"Física y Química";"Reconocer las aplicaciones energéticas derivadas de las reacciones de combustión de hidrocarburos y valorar su influencia en el incremento del efecto invernadero.";"Con este criterio se evaluará si el alumnado reconoce al petróleo y al gas natural como combustibles fósiles que, junto al carbón, constituyen las fuentes energéticas más utilizadas actualmente. También se valorará si son conscientes de su agotamiento, de los problemas que sobre el medio ambiente ocasiona su combustión y la necesidad de tomar medidas para evitarlos."
"4º ESO";"Física y Química";"Analizar los problemas y desafíos, estrechamente relacionados, a los que se enfrenta la humanidad en relación con la situación de la Tierra, reconocer la responsabilidad de la ciencia y la tecnología y la necesidad de su implicación para resolverlos y avanzar hacia el logro de un futuro sostenible.";"Se pretende comprobar si el alumnado es consciente de la situación de auténtica emergencia planetaria caracterizada por toda una serie de problemas vinculados: contaminación sin fronteras, agotamiento de recursos, pérdida de biodiversidad y diversidad cultural, hiperconsumo, etc., y si comprende la responsabilidad del desarrollo tecnocientífico y su necesaria contribución a las posibles soluciones teniendo siempre presente el principio de precaución. Se valorará si es consciente de la importancia de la educación científica para su participación en la toma fundamentada de decisiones."
"4º ESO";"Historia y cultura de las religiones";"Identificar, a partir del análisis de hechos históricos o actuales, situaciones de intolerancia o discriminación hacia las personas por sus creencias o no creencias religiosas mostrando actitudes de rechazo ante las mismas.";"Este criterio valora la competencia del alumnado para, ante la presentación de una situación real presente o pasada, reconocer la discriminación que por motivos religiosos han sufrido o sufren determinadas personas y si manifiesta y una actitud de rechazo hacia ella."
"4º ESO";"Historia y cultura de las religiones";"Identificar la influencia de la religión en algún aspecto concreto de la organización social a lo largo del tiempo.";"Este criterio valora la competencia del alumnado para reconocer en el estudio de algunos elementos concretos situaciones en que la religión ha estado en la base de una determinada concepción de la vida social estamentos, castas, etc. o, se han mantenido posiciones de rechazo del orden social establecido, caso de la esclavitud o de determinadas posiciones ante la situación de los indios en América por ejemplo."
"4º ESO";"Historia y cultura de las religiones";"Caracterizar los tipos de Estado en función de su relación con la religión, poniendo algunos ejemplos de dicha tipología y explicando la situación de España en el marco de la Constitución.";"Este criterio valora la competencia del alumnado para enmarcar en las relaciones entre religión y poder político las diferentes situaciones que se han producido a lo largo del tiempo y en la actualidad identificando, por ejemplo, épocas o sociedades en las que se defiende el origen divino del poder, la separación Iglesia-Estado o ejemplos de países confesionales, aconfesionales y laicos, etc. y si conoce la situación de nuestro país reconocida en el ordenamiento constitucional."
"4º ESO";"Historia y cultura de las religiones";"Describir alguna situación, actual o histórica, en la que ante un mismo hecho se manifieste divergencia entre el planteamiento o la posición religiosa y la científica haciendo explícitos argumentos que apoyan una u otra.";"Este criterio valora la competencia del alumnado para tomar conciencia de que la visión de un determinado hecho puede estar condicionada por el punto de referencia desde el que se aborda y los valores que se defiendan pueden condicionar la aceptación o no de determinadas realidades. Por otra parte, se trata de valorar que se es capaz de identificar en el análisis de una situación de este tipo, las razones que avalan las diferentes posiciones."
"4º ESO";"Historia y cultura de las religiones";"Realizar un trabajo, individual o en grupo, sobre alguna situación de conflicto, actual o del pasado, en el que se manifieste tensión de tipo religioso, indagando sus causas y planteando los posibles desenlaces, utilizando fuentes de información adecuadas.";"Este criterio valora la competencia del alumnado para abordar, asesorado por el profesor, el estudio de una situación de tensión religiosa guerras religiosas, conflicto entre comunidades diferentes, situaciones de expulsión, genocidio o intolerancia por motivos religiosos, etc., buscando las causas que la originan e identificando las diferentes posiciones de los participantes en ella. Se trata, también de comprobar la iniciativa para planificar el trabajo, acceder con cierta autonomía a diversas fuentes de información, analizar ésta y presentar las conclusiones de manera clara y correcta."
