valor_curso;valor_area_materia;valor_criterio_evaluacion;descripcion_criterio_evaluacion
"1º ESO";"Educación plástica y visual";"Realizar creaciones plásticas siguiendo el proceso de creación demostrando valores de iniciativa, creatividad e imaginación a la hora de elegir y disponer de los materiales más adecuados para los objetivos prefijados y realizar la autoevaluación continua del proceso.";"Este criterio valora si el alumnado es competente para tomar decisiones especificando los objetivos y las dificultades, proponer diferentes opciones teniendo en cuenta las consecuencias y evaluar cual es la mejor solución aceptando los propios errores como instrumento de mejora (objetivo 2)."
"1º ESO";"Educación plástica y visual";"Representar objetos e ideas de forma bi o tridimensional aplicando técnicas gráficas y plásticas y conseguir resultados concretos en función de unas intenciones en cuanto a los elementos visuales (luz, sombra, textura) y de relación.";"Este criterio valora si el alumnado es competente para utilizar las estrategias compositivas adecuadas, realizar un buen uso de las técnicas y diferenciar el origen y variaciones de los elementos visuales (luz, sombra y textura) (objetivo 3)."
"1º ESO";"Educación plástica y visual";"Utilizar recursos informáticos y nuevas tecnologías en el campo de la imagen fotográfica, el diseño gráfico, el dibujo asistido por ordenador y la edición videográfica.";"Criterio que pretende evaluar si el alumnado es competente para utilizar diversidad de herramientas de la cultura actual relacionadas con las tecnologías de la información y la comunicación para realizar sus propias creaciones (objetivo 4)."
"1º ESO";"Educación plástica y visual";"Diferenciar los distintos estilos y tendencias de las artes visuales a través del tiempo y atendiendo la diversidad cultural.";"Este criterio pretende evaluar si el alumnado es capaz de valorar las formas e imágenes que propone el campo del arte y el nivel de interés mostrado por el estudio, análisis e interpretación de las mismas (objetivo 5)."
"1º ESO";"Educación plástica y visual";"Diferenciar y reconocer los procesos, técnicas, estrategias y materiales en imágenes del entorno audiovisual y multimedia.";"Este criterio valora si el alumnado es competente para identificar en imágenes de la vida real los procesos, técnicas, estrategias y materiales utilizados en la expresión visual; para diferenciar otros lenguajes; y para analizar, desde una actitud crítica, el uso que se hace del mismo para promover valores y comportamientos insolidarios, sexistas y discriminatorias (objetivo 6)."
"1º ESO";"Educación plástica y visual";"Elaborar y participar, activamente, en proyectos de creación visual cooperativos, como producciones videográficas o plásticas de gran tamaño, aplicando las estrategias propias y adecuadas del lenguaje visual y plástico.";"Este criterio permite conocer si el alumnado manifiesta actitudes de respeto, tolerancia, flexibilidad e interés favoreciendo, de esta manera, la competencia social (objetivo 7)."
"1º ESO";"Educación plástica y visual";"Reconocer y leer imágenes, obras y objetos de los entornos visuales (obras de arte, diseño, multimedia…).";"Este criterio pretende conocer si el alumnado es competente para tener actitudes críticas y de aprecio y respeto hacia las manifestaciones plásticas y visuales de su entorno, superando inhibiciones y prejuicios. Asimismo se valora su afición e interés por desarrollar en su tiempo de ocio, actividades artísticas (objetivo 8)."
"1º ESO";"Educación plástica y visual";"Identificar los elementos constitutivos esenciales (configuraciones estructurales, variaciones cromáticas, orientación espacial y textura) de objetos y/o aspectos de la realidad.";"Con este criterio se comprueba si el alumno o la alumna es capaz de identificar las cualidades que determinan su valor físico, funcional o estético y de describir por medio de recursos plásticos las proporciones y las relaciones de forma, color, ritmo, textura, presentes en la realidad para interpretarla objetiva o subjetivamente."
"1º ESO";"Educación plástica y visual";"Representar objetos e ideas de forma bi o tridimensional aplicando técnicas gráficas y plásticas y conseguir resultados concretos en función de unas intenciones en cuanto a los elementos visuales (luz, sombra, textura) y de relación.";"Este criterio permite conocer si el alumnado es capaz de tomar decisiones especificando los objetivos y las dificultades, proponer diferentes opciones teniendo en cuenta las consecuencias y evaluar cual es la mejor solución."
"1º ESO";"Educación plástica y visual";"Diferenciar y reconocer los procesos, técnicas, estrategias y materiales en imágenes del entorno audiovisual y multimedia.";"Mediante este criterio se pretende saber si el alumnado es capaz de utilizar y analizar los medios tecnológicos como instrumentos de expresión visual mostrando una actitud crítica frente a las manifestaciones insolidarias, sexistas y discriminatorias."
"1º ESO";"Educación plástica y visual";"Elaborar y participar, activamente, en proyectos de creación visual cooperativos, como producciones videográficas o plásticas de gran tamaño, aplicando las estrategias propias y adecuadas del lenguaje visual y plástico.";"Este criterio permite conocer si el alumnado manifiesta actitudes de respeto, tolerancia, flexibilidad e interés favoreciendo, de esta manera, la competencia social."
"1º ESO";"Educación plástica y visual";"Realizar creaciones plásticas siguiendo el proceso de creación y demostrando valores de iniciativa, creatividad e imaginación.";"Mediante este criterio se pretende comprobar si el alumnado es capaz de tomar conciencia de las necesidades en función de los objetivos y de valorar, críticamente, su producción aceptando los propios errores como instrumento de mejora."
"1º ESO";"Educación plástica y visual";"Elegir y disponer de los materiales más adecuados para elaborar un producto visual y plástico en base a unos objetivos prefijados y a la autoevaluación continua del proceso de realización.";"Con este criterio se comprueba si el alumnado es capaz de utilizar estrategias compositivas adecuadas, realizar un buen uso de las técnicas y diferenciar el origen y variaciones de los elementos visuales (luz, sombra y textura) para realizar sus propias creaciones."
"1º ESO";"Educación plástica y visual";"Diferenciar los distintos estilos y tendencias de las artes visuales a través del tiempo y atendiendo a la diversidad cultural.";"Este criterio pretende evaluar si el alumnado es capaz de valorar las formas e imágenes que propone el campo del arte y el nivel de interés mostrado por el estudio, análisis e interpretación de las mismas."
"1º ESO";"Historia y cultura de las religiones";"Explicar la pluralidad religiosa en el mundo identificando los rasgos fundamentales de la distribución de las grandes religiones en la actualidad.";"Este criterio valora la competencia del alumnado para tomar conciencia de la pluralidad religiosa existente en el mundo, identifica aquellas religiones que tienen mayor número de fieles, así como los rasgos generales de su distribución espacial pero también reconoce la pluralidad religiosa existente en dichos ámbitos."
"1º ESO";"Historia y cultura de las religiones";"Describir algunos mitos significativos de distintas religiones estableciendo comparaciones entre ellos e identificando su posible influencia en nuestra tradición cultural.";"Este criterio valora la competencia del alumnado en el conocimiento de algunos mitos presentes en diferentes religiones, por ejemplo, sobre la creación del mundo, del hombre, el origen del bien y del mal, etc.; si identifica elementos similares o diferentes en ellos y conoce algún ejemplo de su pervivencia en tradiciones, cuentos u obras literarias."
"1º ESO";"Historia y cultura de las religiones";"Explicar las relaciones existentes entre el judaísmo, el cristianismo y el Islam poniendo de manifiesto su tradición común y sus rasgos característicos diferenciales.";"Este criterio valora la competencia del alumnado para identificar los elementos comunes de las grandes religiones monoteístas y las tradiciones religiosas que las impregnan, así como si se conocen los rasgos fundamentales de sus doctrinas, sus preceptos y su culto y se es capaz de hacer explicitas sus diferencias."
"1º ESO";"Historia y cultura de las religiones";"Reconocer en algunos ritos de diferentes religiones la concepción que subyace sobre aspectos significativos relacionados con la vida de las personas, tales como el nacimiento, el matrimonio o la muerte y la pervivencia de tales creencias en la tradición cultural de los pueblos.";"Este criterio valora la competencia del alumnado para conocer algunos de los ritos que suelen estar presentes en las diferentes religiones, identifica las diferencias entre ellos y a qué responden y reconoce la pervivencia de determinadas concepciones religiosas en las prácticas y costumbres sociales actuales de la población en general."
"1º ESO";"Historia y cultura de las religiones";"Caracterizar los edificios sagrados identificativos de las diferentes religiones, su función y elementos relevantes, reconociéndolos como manifestaciones del patrimonio artístico.";"Este criterio valora la competencia del alumnado para identificar los espacios sagrados presentes en las diferentes religiones iglesias, sinagogas, mezquitas, pagodas, etc., se conoce la función que cada religión les otorga y los elementos más característicos que los integran. Por otra parte, permite comprobar que reconoce el valor que tienen como manifestaciones artísticas que forman parte del patrimonio cultural de los pueblos."
"1º ESO";"Historia y cultura de las religiones";"Poner ejemplos de manifestaciones escritas, plásticas o musicales, de diferentes épocas, vinculadas a creencias, celebraciones, ritos u otras expresiones religiosas, apreciando sus valores estéticos y valorando su contribución al patrimonio cultural.";"Este criterio valora la competencia del alumnado para conocer producciones artísticas vinculadas al hecho religioso, identificando en la iconografía, las imágenes, las fuentes escritas o las obras musicales, el reflejo de determinadas creencias, particularmente las referidas a la religión cristiana. Igualmente permite comprobar si reconoce en dichas manifestaciones valores estéticos asociados a su época y las considera parte del patrimonio artístico que debe contribuir a conservar."
"1º ESO";"Historia y cultura de las religiones";"Explicar la pluralidad religiosa en el mundo identificando los rasgos fundamentales de la distribución de las grandes religiones en la actualidad.";"Con este criterio se trata de comprobar que el alumnado ha tomado conciencia de la pluralidad religiosa existente en el mundo, identifica aquellas religiones que tienen mayor número de fieles, así como los rasgos generales de su distribución espacial pero también reconoce la pluralidad religiosa existente en dichos ámbitos."
"1º ESO";"Historia y cultura de las religiones";"Describir algunos mitos significativos de distintas religiones estableciendo comparaciones entre ellos e identificando su posible influencia en nuestra tradición cultural.";"Se trata de evaluar si el alumnado conoce algunos mitos presentes en diferentes religiones, por ejemplo, sobre la creación del mundo, del hombre, el origen del bien y del mal, etc.; si identifica elementos similares o diferentes en ellos y conoce algún ejemplo de su pervivencia en tradiciones, cuentos u obras literarias."
"1º ESO";"Historia y cultura de las religiones";"Explicar las relaciones existentes entre el judaísmo, el cristianismo y el Islam poniendo de manifiesto su tradición común y sus rasgos característicos diferenciales.";"Con este criterio se trata de evaluar si se identifican los elementos comunes de las grandes religiones monoteístas y las tradiciones religiosas que las impregnan, así como si se conocen los rasgos fundamentales de sus doctrinas, sus preceptos y su culto y se es capaz de hacer explicitas sus diferencias."
"1º ESO";"Historia y cultura de las religiones";"Reconocer en algunos ritos de diferentes religiones la concepción que subyace sobre aspectos significativos relacionados con la vida de las personas, tales como el nacimiento, el matrimonio o la muerte y la pervivencia de tales creencias en la tradición cultural de los pueblos.";"Se trata de comprobar que el alumnado conoce algunos de los ritos que suelen estar presentes en las diferentes religiones, identifica las diferencias entre ellos y a qué responden y reconoce la pervivencia de determinadas concepciones religiosas en las prácticas y costumbres sociales actuales de la población en general."
"1º ESO";"Historia y cultura de las religiones";"Caracterizar los edificios sagrados identificativos de las diferentes religiones, su función y elementos relevantes, reconociéndolos como manifestaciones del patrimonio artístico.";"Con este criterio se trata de comprobar que se identifican los espacios sagrados presentes en las diferentes religiones iglesias, sinagogas, mezquitas, pagodas, etc., se conoce la función que cada religión les otorga y los elementos más característicos que los integran. Por otra parte, permite comprobar que reconoce el valor que tienen como manifestaciones artísticas que forman parte del patrimonio cultural de los pueblos."
"1º ESO";"Historia y cultura de las religiones";"Poner ejemplos de manifestaciones escritas, plásticas o musicales, de diferentes épocas, vinculadas a creencias, celebraciones, ritos u otras expresiones religiosas, apreciando sus valores estéticos y valorando su contribución al patrimonio cultural.";"Este criterio pretende evaluar que el alumnado conoce producciones artísticas vinculadas al hecho religioso, identificando en la iconografía, las imágenes, las fuentes escritas o las obras musicales, el reflejo de determinadas creencias, particularmente las referidas a la religión cristiana. Igualmente permite comprobar si reconoce en dichas manifestaciones valores estéticos asociados a su época y las considera parte del patrimonio artístico que debe contribuir a conservar."
"1º ESO";"Lengua castellana y literatura";"Reconocer el propósito y la idea general en textos orales de ámbitos sociales próximos a la experiencia del alumnado y en el ámbito académico; captar la idea global de informaciones oídas en radio o en TV y seguir instrucciones poco complejas para realizar tareas de aprendizaje.";"Este criterio valora la competencia del alumnado para parafrasear o expresar oralmente o por escrito el tema general de declaraciones públicas o informaciones de naturaleza diversa, como avisos, normas, instrucciones sencillas o noticias, así como presentaciones breves, relacionadas con temas académicos, estructuradas con claridad y con un registro divulgativo; también se pretende comprobar si se siguen instrucciones orales para realizar tareas constituidas por una secuencia de no más de tres actividades (objetivo 1)."
"1º ESO";"Lengua castellana y literatura";"Realizar narraciones orales claras y bien estructuradas de experiencias vividas, con la ayuda de medios audiovisuales y de las tecnologías de la información y la comunicación.";"Este criterio valora la competencia para narrar, de acuerdo con un guión preparado previamente, unos hechos de los que se ha tenido experiencia directa, presentándolos de forma secuenciada y con claridad, insertando descripciones sencillas e incluyendo valoraciones en relación con lo expuesto. Se valorará especialmente si, al narrar, se tiene en cuenta al oyente, de modo que éste pueda tener una comprensión general de los hechos y de la actitud del narrador ante ellos. Del mismo modo, habrá que tener en cuenta si son capaces de utilizar los apoyos que los medios audiovisuales y las tecnologías de la información y la comunicación proporcionan (objetivo 2)."
"1º ESO";"Lengua castellana y literatura";"Extraer informaciones concretas e identificar el propósito en textos escritos de ámbitos sociales próximos a la experiencia del alumnado; seguir instrucciones sencillas; identificar los enunciados en los que el tema general aparece explícito y distinguir las partes del texto.";"Este criterio valora la competencia para obtener informaciones concretas (en prensa, publicidad, obras de consulta, normas...) localizadas en una o varias oraciones del texto; si identifican las expresiones en que se explicitan el acto de habla (protesta, advertencia, invitación...), los elementos textuales y paratextuales (publicidad…) y el propósito comunicativo; si siguen instrucciones sencillas en actividades propias del ámbito personal (como instrucciones de uso) y relacionadas con tareas de aprendizaje; si identifican el tema de un texto reconociendo los enunciados en los que aparece explícito; si distinguen el modo de estar organizada la información (especialmente, la identificación de los elementos de descripciones sencillas y de la secuencia de los hechos en narraciones con desarrollo temporal preferentemente lineal) y aplican técnicas de organización de ideas como esquemas jerárquicos o mapas conceptuales (objetivo 3)."
"1º ESO";"Lengua castellana y literatura";"Narrar, exponer y resumir, en soporte papel o digital, usando el registro adecuado, organizando las ideas con claridad, enlazando los enunciados en secuencias lineales cohesionadas, respetando las normas gramaticales y ortográficas y valorando la importancia de planificar y revisar el texto.";"Este criterio valora si redactan los textos con una organización clara y enlazando las oraciones en una secuencia lineal cohesionada; si manifiestan interés en planificar los textos y en revisarlos realizando sucesivas versiones hasta llegar a un texto definitivo adecuado por su formato y su registro. En este curso se evaluará si saben narrar y comentar con claridad experiencias y hechos próximos a su entorno social y cultural en textos del ámbito personal, como las cartas personales; componer textos propios del ámbito público, especialmente normas e instrucciones y avisos, de acuerdo con las convenciones de estos géneros; redactar noticias organizando la información de forma jerárquica; resumir narraciones y exposiciones sencillas reconstruyendo los elementos básicos del texto original; componer textos expositivos propios del ámbito académico como exposiciones sencillas, glosarios y conclusiones sobre tareas y aprendizajes realizados. Se valorará también la buena presentación de los textos escritos tanto en soporte papel como digital, con respeto a las normas ortográficas y tipográficas (objetivo 4)."
"1º ESO";"Lengua castellana y literatura";"Componer textos, en soporte papel o digital, tomando como modelo un texto literario de los leídos y comentados en el aula o realizar alguna transformación sencilla en esos textos.";"Este criterio valora la competencia para utilizar en los propios escritos, presentados en soporte papel o digital, los conocimientos literarios adquiridos, mediante la composición de textos de intención literaria como un relato breve, un poema con ciertas características rítmicas o retóricas, imitando modelos utilizados en clase o realizando alguna transformación sencilla con un propósito determinado. No se trata de evaluar la calidad literaria de los textos elaborados, sino la utilización de los conocimientos adquiridos y la composición de textos con un propósito y para una tarea determinada (objetivo 4)."
"1º ESO";"Lengua castellana y literatura";"Aplicar los conocimientos sobre la lengua y las normas del uso lingüístico para solucionar problemas de comprensión de textos orales y escritos y para la composición y la revisión dirigida de los textos propios de este curso.";"Este criterio valora el uso de determinados conocimientos sobre la lengua y las normas de uso en relación con la comprensión, la composición y la revisión de los textos con los que se trabaja en el curso. Se atenderá especialmente a las marcas de la enunciación (modalidades de la oración, y pronombres deícticos de 1ª y 2ª persona); a los conectores textuales de tiempo, orden y explicación; a los mecanismos de referencia interna pronominales y léxicos; a las formas verbales de la narración y de la expresión del mandato y el deseo; a la inserción de expresiones con valor explicativo y a la correcta formación de las oraciones de acuerdo con el significado de los verbos. En las normas ortográficas se atendrá a las reglas generales de la acentuación, la ortografía del vocabulario más usual, los usos elementales de la coma (enumeraciones, vocativos, incisos), el uso del punto para separar oraciones y los signos del diálogo (objetivo 5)."
"1º ESO";"Lengua castellana y literatura";"Iniciar el conocimiento de una terminología lingüística básica en las actividades de reflexión sobre el uso.";"Este criterio valora si comprende la terminología básica para seguir explicaciones e instrucciones en las actividades gramaticales. En este curso se comprobará el conocimiento de la terminología referida a modalidades de la oración, palabras flexivas y no flexivas, procedimientos de formación de palabras, sinonimia y antonimia, categorías gramaticales (en casos prototípicos), tiempo y modo verbales, y sujeto y predicado (en oraciones sencillas). Se evaluará la obtención de información gramatical de carácter general en los diccionarios escolares y otras obras de consulta (objetivo 5)."
"1º ESO";"Lengua castellana y literatura";"Manejar principios fundamentales del funcionamiento de los procesadores de textos y utilizarlos en trabajos sencillos de investigación, utilizando los medios informáticos complementarios (Internet, bases de datos, CD-Roms, procesadores de textos, etc.)";"Este criterio valora la competencia del alumnado para utilizar las distintas tecnologías de la información y la comunicación para investigar, recabar información y presentar formalmente los trabajos realizados. Muy importante es la utilización de procesadores de textos, bases de datos o el correo electrónico, así como, la navegación por diversas páginas web relevantes para la investigación o el trabajo a realizar. Se valorará tanto la utilización crítica de estos medios como la realización de un trabajo completo y riguroso (objetivo 6)."
"1º ESO";"Lengua castellana y literatura";"Exponer una opinión sobre la lectura personal de una obra adecuada a la edad; reconocer el género y la estructura global y valorar de forma general el uso del lenguaje; diferenciar contenido literal y sentido de la obra y relacionar el contenido con la propia experiencia.";"Este criterio valora la competencia lectora en el ámbito literario, por medio de la lectura personal de obras completas, en orden a observar el desarrollo del interés por la lectura como fuente de placer y de enriquecimiento personal. Deberán considerar el texto de manera crítica; reconocer el género, evaluar su contenido, la estructura, y el uso del lenguaje, todo ello de forma general. Deberán emitir una opinión personal sobre los aspectos más apreciados y menos apreciados de la obra y sobre la implicación entre su contenido y las propias vivencias (objetivo 7)."
"1º ESO";"Lengua castellana y literatura";"Utilizar los conocimientos literarios en la comprensión y la valoración de textos breves o fragmentos, atendiendo a los temas y motivos de la tradición, a las características básicas del género, a los elementos básicos del ritmo y al uso del lenguaje, con especial atención a las figuras semánticas más generales.";"Este criterio valora la competencia en la asimilación de los conocimientos literarios en función de la lectura, la valoración y el disfrute de los textos comentados en clase, se observa la capacidad de distanciarse del texto para evaluar su contenido, su organización, el uso del lenguaje y el oficio del autor. Se atenderá a los aspectos generales del texto literario, la comprensión del tema o motivo central, las características generales del género, las formas de conseguir el ritmo en el verso y las figuras semánticas más generales (objetivo 7)."
"1º ESO";"Lengua castellana y literatura";"Situar y valorar las distintas lenguas que se hablan en España";"Este criterio valora el conocimiento que tiene el alumnado de las distintas lenguas que se hablan en España y su espacio de difusión, el valor que da a su desarrollo como testimonio de una identidad cultural que se ha de respetar (objetivo 8)."
"1º ESO";"Lengua castellana y literatura";"Utilizar la lectura y la escritura en su tiempo de ocio.";"Se valora el uso habitual que el alumnado hace de la lectura o de la escritura en su tiempo de ocio a través de las demandas que realiza el profesor o de la receptividad con que recibe las distintas iniciativas de animación a la lectura (objetivo 9)."
"1º ESO";"Lengua castellana y literatura";"Poner en práctica estrategias de análisis de los textos que eviten su uso como fuente de discriminación.";"Se valora la competencia del alumnado para identificar situaciones en las que él mismo, otros compañeros, los medios de comunicación, etc., están utilizando el lenguaje de forma discriminatoria en cualquier situación (objetivo 10)."
"1º ESO";"Lengua castellana y literatura";"Reconocer el propósito y la idea general en textos orales de ámbitos sociales próximos a la experiencia del alumnado y en el ámbito académico; captar la idea global de informaciones oídas en radio o en TV y seguir instrucciones poco complejas para realizar tareas de aprendizaje.";"Con este criterio se trata de comprobar que los alumnos y las alumnas son capaces de parafrasear o expresar oralmente o por escrito el tema general de declaraciones públicas o informaciones de naturaleza diversa, como avisos, normas, instrucciones sencillas o noticias, así como presentaciones breves, relacionadas con temas académicos, estructuradas con claridad y con un registro divulgativo; también se pretende comprobar si se siguen instrucciones orales para realizar tareas constituidas por una secuencia de no más de tres actividades."
"1º ESO";"Lengua castellana y literatura";"Extraer informaciones concretas e identificar el propósito en textos escritos de ámbitos sociales próximos a la experiencia del alumnado, seguir instrucciones sencillas, identificar los enunciados en los que el tema general aparece explícito y distinguir las partes del texto.";"Este criterio tiene el propósito de evaluar si los alumnos y las alumnas extraen informaciones concretas (en prensa, publicidad, obras de consulta, normas.) localizadas en una o varias oraciones del texto; si identifican las expresiones en que se explicitan el acto de habla (protesta, advertencia, invitación.), los elementos textuales y paratextuales (publicidad…) y el propósito comunicativo; si siguen instrucciones sencillas en actividades propias del ámbito personal (como instrucciones de uso) y relacionadas con tareas de aprendizaje; si identifican el tema de un texto reconociendo los enunciados en los que aparece explícito; si distinguen el modo de estar organizada la información (especialmente la identificación de los elementos de descripciones sencillas y de la secuencia de los hechos en narraciones con desarrollo temporal preferentemente lineal) y aplican técnicas de organización de ideas como esquemas jerárquicos o mapas conceptuales."
"1º ESO";"Lengua castellana y literatura";"Narrar, exponer y resumir, en soporte papel o digital, usando el registro adecuado, organizando las ideas con claridad, enlazando los enunciados en secuencias lineales cohesionadas, respetando las normas gramaticales y ortográficas y valorando la importancia de planificar y revisar el texto.";"Con este criterio se evalúa si redactan los textos con una organización clara y enlazando las oraciones en una secuencia lineal cohesionada; si manifiestan interés en planificar los textos y en revisarlos realizando sucesivas versiones hasta llegar a un texto definitivo adecuado por su formato y su registro. En este curso se evaluará si saben narrar y comentar con claridad experiencias y hechos próximos a su entorno social y cultural en textos del ámbito personal, como las cartas personales; componer textos propios del ámbito público, especialmente normas e instrucciones y avisos, de acuerdo con las convenciones de estos géneros; redactar noticias organizando la información de forma jerárquica; resumir narraciones y exposiciones sencillas reconstruyendo los elementos básicos del texto original; componer textos expositivos propios del ámbito académico como exposiciones sencillas, glosarios y conclusiones sobre tareas y aprendizajes realizados. Se valorará también la buena presentación de los textos escritos tanto en soporte papel como digital, con respeto a las normas ortográficas y tipográficas."
"1º ESO";"Lengua castellana y literatura";"Realizar narraciones orales claras y bien estructuradas de experiencias vividas, con la ayuda de medios audiovisuales y de las tecnologías de la información y la comunicación.";"Con este criterio se pretende comprobar que son capaces de narrar, de acuerdo con un guión preparado previamente, unos hechos de los que se ha tenido experiencia directa, presentándolos de forma secuenciada y con claridad, insertando descripciones sencillas e incluyendo valoraciones en relación con lo expuesto. Se valorará especialmente si, al narrar, se tiene en cuenta al oyente, de modo que éste pueda tener una comprensión general de los hechos y de la actitud del narrador ante ellos. Del mismo modo, habrá que tener en cuenta si son capaces de utilizar los apoyos que los medios audiovisuales y las tecnologías de la información y la comunicación proporcionan."
"1º ESO";"Lengua castellana y literatura";"Exponer una opinión sobre la lectura personal de una obra adecuada a la edad; reconocer el género y la estructura global y valorar de forma general el uso del lenguaje; diferenciar contenido literal y sentido de la obra y relacionar el contenido con la propia experiencia.";"Este criterio evalúa la competencia lectora en el ámbito literario, por medio de la lectura personal de obras completas, en orden a observar el desarrollo del interés por la lectura como fuente de placer y de enriquecimiento personal. Deberán considerar el texto de manera crítica, reconocer el género, evaluar su contenido, la estructura, y el uso del lenguaje, todo ello de forma general. Deberán emitir una opinión personal sobre los aspectos más apreciados y menos apreciados de la obra y sobre la implicación entre su contenido y las propias vivencias."
"1º ESO";"Lengua castellana y literatura";"Utilizar los conocimientos literarios en la comprensión y la valoración de textos breves o fragmentos, atendiendo a los temas y motivos de la tradición, a las características básicas del género, a los elementos básicos del ritmo y al uso del lenguaje, con especial atención a las figuras semánticas más generales.";"Con este criterio se pretende evaluar la asimilación de los conocimientos literarios en función de la lectura, la valoración y el disfrute de los textos comentados en clase, se observa la capacidad de distanciarse del texto para evaluar su contenido, su organización, el uso del lenguaje y el oficio del autor. Se atenderá a los aspectos generales del texto literario, la comprensión del tema o motivo central, las características generales del género, las formas de conseguir el ritmo en el verso y las figuras semánticas más generales."
"1º ESO";"Lengua castellana y literatura";"Componer textos, en soporte papel o digital, tomando como modelo un texto literario de los leídos y comentados en el aula o realizar alguna transformación sencilla en esos textos.";"Con este criterio se pretende comprobar la capacidad de utilizar en los propios escritos, presentados en soporte papel o digital, los conocimientos literarios adquiridos, mediante la composición de textos de intención literaria como un relato breve, un poema con ciertas características rítmicas o retóricas, imitando modelos utilizados en clase o realizando alguna transformación sencilla con un propósito determinado. No se trata de evaluar la calidad literaria de los textos elaborados, sino la utilización de los conocimientos adquiridos y la composición de textos con un propósito y para una tarea determinada."
"1º ESO";"Lengua castellana y literatura";"Aplicar los conocimientos sobre la lengua y las normas del uso lingüístico para solucionar problemas de comprensión de textos orales y escritos y para la composición y la revisión dirigida de los textos propios de este curso.";"Con este criterio se trata de comprobar que se utilizan determinados conocimientos sobre la lengua y las normas de uso en relación con la comprensión, la composición y la revisión de los textos con los que se trabaja en el curso. Se atenderá especialmente a las marcas de la enunciación (modalidades de la oración, y pronombres deícticos de 1.ª y 2.ª persona); a los conectores textuales de tiempo, orden y explicación; a los mecanismos de referencia interna pronominales y léxicos; a las formas verbales de la narración y de la expresión del mandato y el deseo; a la inserción de expresiones con valor explicativo y a la correcta formación de las oraciones de acuerdo con el significado de los verbos. En las normas ortográficas se atenderá a las reglas generales de la acentuación, la ortografía del vocabulario más usual, los usos elementales de la coma (enumeraciones, vocativos, incisos), el uso del punto para separar oraciones y los signos del diálogo."
"1º ESO";"Lengua castellana y literatura";"Iniciar el conocimiento de una terminología lingüística básica en las actividades de reflexión sobre el uso.";"Con este criterio se quiere comprobar que se comprende la terminología básica para seguir explicaciones e instrucciones en las actividades gramaticales. En este curso se comprobará el conocimiento de la terminología referida a modalidades de la oración, palabras flexivas y no flexivas, procedimientos de formación de palabras, sinonimia y antonimia, categorías gramaticales (en casos prototípicos), tiempo y modo verbales, y sujeto y predicado (en oraciones sencillas). Se evaluará la obtención de información gramatical de carácter general en los diccionarios escolares y otras obras de consulta."
"1º ESO";"Lengua extranjera";"Comprender la idea general y las informaciones específicas más relevantes de textos orales emitidos cara a cara o por medios audiovisuales sobre asuntos cotidianos, si se habla despacio y con claridad.";"Este criterio valora la competencia para comprender lo esencial de diálogos emitidos cara a cara o por medios audiovisuales, aunque no se comprenda su totalidad. Se trata de evaluar esencialmente si se identifica el significado de instrucciones, comentarios, preguntas y respuestas, diálogos cortos, descripciones y narraciones breves (objetivo 1)."
"1º ESO";"Lengua extranjera";"Comunicarse oralmente participando en conversaciones y en simulaciones sobre temas conocidos o trabajados previamente, utilizando las estrategias adecuadas para facilitar la continuidad de la comunicación y produciendo un discurso comprensible y adecuado a la intención de comunicación.";"Este criterio valora la competencia para comunicarse oralmente participando en conversaciones, reales o simuladas, sobre temas conocidos. Éstas consistirán esencialmente en plantear y contestar preguntas, intercambiar ideas e información, relatar experiencias sobre temas familiares en situaciones predecibles, utilizando los recursos lingüísticos y las estrategias que aseguren la comunicación. Las producciones podrán tener algunas incorrecciones léxicas, morfosintácticas o fonéticas que no dificulten la comunicación (objetivo 2)."
"1º ESO";"Lengua extranjera";"Reconocer la idea general y extraer información específica de textos escritos adecuados a la edad, con apoyo de elementos textuales y no textuales, sobre temas variados y otros relacionados con algunas materias del currículo.";"Este criterio valora la competencia para comprender textos diversos: instrucciones, correspondencia, descripciones y narraciones breves, mensajes, cuestionarios, etc. aplicando estrategias básicas de lectura como la inferencia de significados por el contexto o por elementos visuales, o la comparación con las lenguas que conoce. Con este criterio también se evalúa la lectura de textos, en soporte papel o digital, de cierta extensión, para aprender o para disfrutar de la lectura, recurriendo al diccionario cuando sea preciso (objetivo 3)."
"1º ESO";"Lengua extranjera";"Redactar textos breves en diferentes soportes utilizando las estructuras, las funciones y el léxico adecuados, así como algunos elementos básicos de cohesión, a partir de modelos, y respetando las reglas elementales de ortografía y de puntuación.";"Este criterio valora la competencia para redactar, aunque de forma elemental, notas, descripciones, correspondencia postal o electrónica o mensajes. Los textos contendrán las palabras de uso habitual, oraciones simples y conectores básicos. Se valorará también la presentación clara, limpia y ordenada, en soporte papel o digital (objetivo 4)."
"1º ESO";"Lengua extranjera";"Utilizar el conocimiento de algunos aspectos formales del código de la lengua extranjera (morfología, sintaxis y fonología), en diferentes contextos de comunicación, como instrumento de autoaprendizaje y de auto-corrección de las producciones propias y para comprender mejor las ajenas.";"Este criterio valora la competencia de alumnos y alumnas para aplicar sus conocimientos sobre el sistema lingüístico, al usar los aspectos sonoros, de ritmo, entonación y organización de la lengua en actividades diversas, y para reflexionar sobre la necesidad de la corrección formal que hace posible la comprensión tanto de sus propias producciones como de las ajenas (objetivo 5)."
